Product Code,Brand,Core Specification,Processor Specification,RAM,ROM,SSD
F1ACA7C8,Samsung,Ryzen 9,Ryzen 9,6GB,128GB,1TB
B79339F2,HP,i3,i3,6GB,64GB,2TB
D59BDF38,Acer,i3,i3,16GB,64GB,256GB
B5D43A8C,Google,N/A,Snapdragon 7s,4GB,128GB,N/A
A7AB5B24,Acer,N/A,Samsung Exynos,12GB,128GB,N/A
EA5CEAAA,Asus,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
5D555B3D,iQOO,Ryzen 5,Ryzen 5,6GB,64GB,1TB
BE8E4895,Acer,N/A,Apple A-Series,8GB,512GB,N/A
F6CE262C,Google,i5,i5,8GB,256GB,256GB
ED123228,Samsung,i5,i5,8GB,128GB,512GB
DC9B98D9,Samsung,i3,i3,32GB,256GB,1TB
C71D0309,Huawei,N/A,MediaTek Helio,6GB,256GB,N/A
D3A2E46C,Nokia,i5,i5,8GB,1TB,1TB
EC2120B0,Sony,N/A,Snapdragon 8 Gen,6GB,64GB,N/A
11D4E33E,Motorola,N/A,Snapdragon 7s,8GB,256GB,N/A
E94A1408,Sony,Ryzen 7,Ryzen 7,16GB,128GB,256GB
924C0F3E,Huawei,N/A,Apple A-Series,8GB,512GB,N/A
08ED2CF1,Microsoft,i7,i7,8GB,1TB,256GB
EBA040B1,Google,i3,i3,32GB,64GB,512GB
542DC51B,Sony,Ryzen 5,Ryzen 5,8GB,128GB,2TB
F3532446,OnePlus,N/A,MediaTek Dimensity,8GB,64GB,N/A
AE86BFF2,iQOO,N/A,Apple A-Series,12GB,64GB,N/A
6FD6EE53,Redmi,N/A,Samsung Exynos,12GB,64GB,N/A
C9E6FD8A,Nokia,N/A,Snapdragon 7 Gen,6GB,512GB,N/A
2F98C577,Nokia,i7,i7,16GB,1TB,256GB
D5BD7CA5,Apple,N/A,MediaTek Helio,32GB,64GB,N/A
AD6F9E33,Realme,N/A,MediaTek Dimensity,16GB,512GB,N/A
EA17FB76,Redmi,Ryzen 9,Ryzen 9,6GB,1TB,512GB
1A9144B3,Lenovo,N/A,Snapdragon 7s,32GB,64GB,N/A
706EF442,Microsoft,Ryzen 9,Ryzen 9,32GB,1TB,512GB
576E7F61,HP,i5,i5,8GB,128GB,1TB
12263D6B,Toshiba,N/A,MediaTek Dimensity,6GB,256GB,N/A
3E5415F6,OnePlus,N/A,Apple A-Series,32GB,1TB,N/A
BE1324E5,Motorola,N/A,Apple A-Series,8GB,64GB,N/A
03E52500,Google,N/A,MediaTek Helio,16GB,256GB,N/A
C4C02879,Google,i3,i3,12GB,512GB,512GB
0882007C,Oppo,i9,i9,4GB,1TB,1TB
BC85FED7,Acer,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
DFF65114,Apple,N/A,Apple A-Series,6GB,256GB,N/A
3A2E63CE,Microsoft,Ryzen 5,Ryzen 5,32GB,512GB,512GB
E2A99181,Google,N/A,Snapdragon 7s,6GB,64GB,N/A
006836B3,Toshiba,i9,i9,12GB,64GB,256GB
5728E3AA,Sony,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
E11749B9,Nokia,i3,i3,32GB,128GB,1TB
8DBC4765,Motorola,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
42B7DE2B,Oppo,Ryzen 7,Ryzen 7,4GB,512GB,256GB
8DDF6665,iQOO,Ryzen 3,Ryzen 3,16GB,128GB,2TB
B246C54D,Asus,Ryzen 7,Ryzen 7,32GB,512GB,1TB
07422AB3,Sony,Ryzen 7,Ryzen 7,12GB,128GB,512GB
1DD0F164,Nokia,N/A,Snapdragon 7s,4GB,1TB,N/A
0A3FAE39,Asus,N/A,MediaTek Helio,16GB,1TB,N/A
17A2FE69,Sony,Ryzen 3,Ryzen 3,16GB,1TB,256GB
E55ED5F0,Huawei,Ryzen 7,Ryzen 7,12GB,512GB,256GB
9E46A95C,Lenovo,N/A,Snapdragon 7s,12GB,512GB,N/A
5336224D,Acer,N/A,MediaTek Helio,16GB,1TB,N/A
DFF1C589,Oppo,Ryzen 9,Ryzen 9,32GB,512GB,1TB
88D173F7,Motorola,N/A,Apple A-Series,4GB,64GB,N/A
89F029F1,Microsoft,N/A,MediaTek Dimensity,8GB,256GB,N/A
274387F3,Vivo,i5,i5,6GB,128GB,1TB
E88523AE,Acer,N/A,Samsung Exynos,12GB,1TB,N/A
EE44426D,Samsung,Ryzen 5,Ryzen 5,8GB,64GB,1TB
955346DC,Lenovo,N/A,MediaTek Dimensity,4GB,1TB,N/A
AF4433FF,Oppo,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
F7E67305,Microsoft,Ryzen 3,Ryzen 3,4GB,256GB,1TB
85B7F9F7,Lenovo,N/A,MediaTek Helio,16GB,128GB,N/A
30C489F1,HP,Ryzen 7,Ryzen 7,12GB,128GB,1TB
FBED6131,Redmi,i3,i3,6GB,256GB,512GB
5BADC47C,iQOO,Ryzen 3,Ryzen 3,4GB,256GB,2TB
92DF3A15,Samsung,N/A,Snapdragon 7s,32GB,256GB,N/A
4165A4BF,Motorola,i9,i9,4GB,256GB,1TB
DC7D4505,Samsung,Ryzen 5,Ryzen 5,16GB,128GB,512GB
7E0C7A49,Vivo,N/A,Snapdragon 7 Gen,12GB,128GB,N/A
25B5AA4A,Huawei,N/A,MediaTek Helio,4GB,128GB,N/A
AA776075,Motorola,N/A,MediaTek Helio,16GB,128GB,N/A
14CE1D55,iQOO,N/A,Samsung Exynos,4GB,1TB,N/A
154AC392,HP,Ryzen 9,Ryzen 9,6GB,64GB,256GB
19ADA304,OnePlus,N/A,Apple A-Series,4GB,128GB,N/A
B709D032,Acer,Ryzen 3,Ryzen 3,6GB,512GB,256GB
ACD9EABF,Acer,i9,i9,12GB,1TB,1TB
D363E847,Huawei,Ryzen 3,Ryzen 3,32GB,64GB,2TB
D5EC4031,Asus,i7,i7,16GB,512GB,2TB
CBE5E73A,Sony,i5,i5,32GB,256GB,256GB
66588F2F,Dell,N/A,Snapdragon 8 Gen,32GB,256GB,N/A
054FD024,Microsoft,N/A,MediaTek Dimensity,8GB,1TB,N/A
6A9DCA31,Motorola,N/A,MediaTek Dimensity,6GB,128GB,N/A
EE258F08,Microsoft,i7,i7,16GB,128GB,2TB
883AA2BF,Sony,N/A,Snapdragon 8 Gen,16GB,256GB,N/A
03B1C219,Acer,N/A,Snapdragon 7s,32GB,256GB,N/A
B33122CA,Samsung,Ryzen 7,Ryzen 7,12GB,1TB,512GB
ED0C38C9,Sony,Ryzen 9,Ryzen 9,12GB,512GB,2TB
FC720BA7,Redmi,Ryzen 9,Ryzen 9,12GB,256GB,512GB
B90787E8,OnePlus,i9,i9,4GB,128GB,2TB
238C7539,Asus,N/A,MediaTek Helio,8GB,512GB,N/A
D9630BDA,Acer,i7,i7,8GB,64GB,2TB
3C0ED9CA,Nokia,N/A,Snapdragon 7s,6GB,512GB,N/A
1CC98189,Realme,N/A,Snapdragon 7s,8GB,256GB,N/A
C659205F,Lenovo,N/A,MediaTek Dimensity,8GB,1TB,N/A
327E8054,Acer,i9,i9,16GB,128GB,512GB
22CF80CB,Apple,N/A,Snapdragon 7 Gen,12GB,128GB,N/A
2BF58921,Apple,N/A,MediaTek Dimensity,4GB,128GB,N/A
F624EE50,Sony,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
D8BFB49B,Apple,i5,i5,16GB,64GB,256GB
5E5A7166,Realme,i3,i3,6GB,64GB,256GB
6C44B91A,OnePlus,i5,i5,32GB,512GB,1TB
BFD16178,OnePlus,i3,i3,8GB,512GB,1TB
43E61EE8,Redmi,i3,i3,16GB,512GB,2TB
044AC910,iQOO,N/A,Samsung Exynos,8GB,512GB,N/A
11E4D6AB,Google,N/A,MediaTek Dimensity,12GB,256GB,N/A
7A526091,Vivo,i7,i7,16GB,64GB,512GB
391D7612,Lenovo,Ryzen 5,Ryzen 5,4GB,64GB,512GB
EC735C59,Samsung,N/A,Apple A-Series,4GB,512GB,N/A
8072F502,Google,N/A,Samsung Exynos,6GB,128GB,N/A
3C1EFE98,Redmi,i3,i3,16GB,512GB,1TB
E9781FCD,Google,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
F75C3193,Sony,Ryzen 5,Ryzen 5,12GB,1TB,2TB
8016DAF6,iQOO,Ryzen 7,Ryzen 7,12GB,1TB,2TB
8659824D,Huawei,N/A,Samsung Exynos,32GB,128GB,N/A
A3142819,Realme,N/A,Snapdragon 7s,12GB,128GB,N/A
3612D798,Sony,Ryzen 3,Ryzen 3,32GB,1TB,256GB
93080511,Google,N/A,Snapdragon 7s,12GB,1TB,N/A
16F635CF,Motorola,Ryzen 3,Ryzen 3,12GB,128GB,2TB
66508EB8,Redmi,N/A,Samsung Exynos,12GB,1TB,N/A
6A88D444,Dell,N/A,MediaTek Dimensity,12GB,128GB,N/A
6B438CAC,Sony,Ryzen 7,Ryzen 7,6GB,512GB,512GB
FE1BCF3F,Sony,i7,i7,8GB,128GB,256GB
8D6C9F5F,OnePlus,N/A,Samsung Exynos,8GB,256GB,N/A
85C9D746,Acer,i9,i9,8GB,64GB,512GB
8611BD3A,Motorola,Ryzen 9,Ryzen 9,12GB,64GB,2TB
E45F3C1A,iQOO,N/A,MediaTek Dimensity,8GB,512GB,N/A
D9F48C56,Microsoft,N/A,Samsung Exynos,32GB,128GB,N/A
8BA47843,Apple,N/A,MediaTek Dimensity,16GB,1TB,N/A
53D5CF06,Redmi,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
D34EB444,Samsung,N/A,Snapdragon 7s,32GB,64GB,N/A
43640FB3,Motorola,N/A,Samsung Exynos,16GB,64GB,N/A
D4BD46A7,Acer,Ryzen 9,Ryzen 9,8GB,1TB,2TB
0D27FB55,Acer,i5,i5,4GB,1TB,512GB
744EB72B,Samsung,i9,i9,32GB,64GB,256GB
D700E3D5,OnePlus,i9,i9,6GB,128GB,512GB
68FE303F,Dell,i3,i3,12GB,128GB,2TB
53D3825F,Microsoft,N/A,Snapdragon 7s,8GB,64GB,N/A
2038D5B3,OnePlus,N/A,Apple A-Series,8GB,512GB,N/A
FE42D270,Lenovo,N/A,Samsung Exynos,16GB,512GB,N/A
991C649B,Oppo,i3,i3,16GB,1TB,256GB
7FF9F8D8,Motorola,i7,i7,16GB,256GB,2TB
01F72DDC,Huawei,Ryzen 9,Ryzen 9,6GB,256GB,2TB
CE30CFA5,Lenovo,N/A,MediaTek Helio,8GB,256GB,N/A
74DACDE3,Realme,i9,i9,16GB,64GB,1TB
B7191787,Toshiba,N/A,Apple A-Series,6GB,64GB,N/A
C5659510,Lenovo,i9,i9,4GB,128GB,1TB
45E3DBDE,Asus,Ryzen 7,Ryzen 7,4GB,1TB,1TB
C59DA603,Acer,Ryzen 3,Ryzen 3,4GB,256GB,512GB
E9040064,Realme,N/A,MediaTek Helio,16GB,512GB,N/A
3C8281A7,Toshiba,N/A,MediaTek Dimensity,8GB,1TB,N/A
DF40ACCD,Vivo,Ryzen 5,Ryzen 5,12GB,64GB,2TB
8FB4E7E7,Realme,Ryzen 3,Ryzen 3,32GB,512GB,512GB
F5C341DA,Realme,N/A,Apple A-Series,6GB,64GB,N/A
7E0C3F28,Motorola,N/A,MediaTek Helio,16GB,64GB,N/A
2D02E238,Apple,Ryzen 3,Ryzen 3,6GB,128GB,2TB
60CCCF1C,Dell,i5,i5,6GB,512GB,512GB
D7243F2C,Vivo,i3,i3,12GB,512GB,1TB
F1495AED,Acer,i5,i5,16GB,64GB,1TB
031038B5,Microsoft,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
7C893A61,Toshiba,i7,i7,8GB,512GB,256GB
BFFD11AD,Nokia,N/A,MediaTek Dimensity,16GB,256GB,N/A
04E44AF9,HP,i7,i7,16GB,128GB,1TB
7559DC76,OnePlus,Ryzen 7,Ryzen 7,12GB,128GB,256GB
DBB01D7F,Acer,Ryzen 9,Ryzen 9,16GB,256GB,512GB
72683BF9,Acer,i7,i7,12GB,128GB,2TB
D087CB60,Vivo,i3,i3,6GB,64GB,512GB
A6911C59,Sony,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
41B1114D,Oppo,i3,i3,12GB,1TB,512GB
2F4FDBD3,Asus,N/A,Samsung Exynos,8GB,64GB,N/A
B2F8108C,Asus,i5,i5,12GB,256GB,256GB
9C401504,Motorola,Ryzen 7,Ryzen 7,6GB,1TB,256GB
6D73089D,Redmi,N/A,Samsung Exynos,16GB,64GB,N/A
C5BDDFF9,iQOO,Ryzen 5,Ryzen 5,8GB,1TB,1TB
DABAA371,Google,N/A,Snapdragon 7s,4GB,64GB,N/A
F73DDAA8,Redmi,i5,i5,4GB,128GB,1TB
68CB1609,Samsung,i5,i5,8GB,128GB,512GB
D4FD2FFE,Acer,N/A,Apple A-Series,32GB,128GB,N/A
68D8E178,Acer,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
7055AD75,OnePlus,Ryzen 5,Ryzen 5,8GB,1TB,256GB
9A4A1763,Samsung,Ryzen 7,Ryzen 7,6GB,512GB,1TB
CF3A3579,Microsoft,Ryzen 7,Ryzen 7,8GB,64GB,256GB
4E823E65,iQOO,Ryzen 3,Ryzen 3,32GB,128GB,1TB
0ED3B2C4,Huawei,Ryzen 3,Ryzen 3,16GB,64GB,256GB
B7125D1D,Lenovo,i7,i7,6GB,256GB,1TB
F89B70D5,Sony,Ryzen 3,Ryzen 3,12GB,512GB,1TB
94C744D1,Nokia,i7,i7,6GB,512GB,256GB
CCDDBD10,Google,Ryzen 3,Ryzen 3,6GB,128GB,1TB
A8B6483B,Sony,i9,i9,16GB,512GB,2TB
BDEB598E,Apple,N/A,Snapdragon 7s,4GB,256GB,N/A
BE68E745,Lenovo,Ryzen 3,Ryzen 3,32GB,1TB,2TB
6726A0EE,Apple,i7,i7,32GB,512GB,1TB
24C0C902,Lenovo,N/A,Snapdragon 7s,12GB,128GB,N/A
3BB4583F,Toshiba,N/A,Snapdragon 7 Gen,16GB,512GB,N/A
6293DC8B,Oppo,Ryzen 7,Ryzen 7,12GB,64GB,512GB
0BEB9FE8,Redmi,i9,i9,32GB,256GB,256GB
6A3A2E51,Nokia,i9,i9,8GB,1TB,1TB
73A24784,Nokia,i9,i9,4GB,64GB,2TB
A8104B8E,Google,N/A,MediaTek Dimensity,6GB,1TB,N/A
5640FC13,Nokia,N/A,Apple A-Series,4GB,512GB,N/A
E8971B51,iQOO,N/A,Apple A-Series,32GB,64GB,N/A
412509A0,OnePlus,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
FCA29DCC,Google,Ryzen 7,Ryzen 7,12GB,128GB,256GB
4FA16540,Realme,Ryzen 9,Ryzen 9,6GB,256GB,512GB
49FC8A05,Motorola,Ryzen 5,Ryzen 5,32GB,1TB,2TB
D04948CE,Microsoft,N/A,Samsung Exynos,16GB,512GB,N/A
689718B9,OnePlus,i9,i9,12GB,128GB,256GB
41571869,iQOO,N/A,MediaTek Helio,12GB,128GB,N/A
22C6F34F,Asus,N/A,MediaTek Helio,6GB,64GB,N/A
352B4B45,Redmi,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
CFEBB9F2,Sony,Ryzen 9,Ryzen 9,4GB,64GB,256GB
211A4905,Microsoft,N/A,MediaTek Dimensity,16GB,1TB,N/A
C21BAD0F,Redmi,Ryzen 7,Ryzen 7,12GB,256GB,1TB
3BEF228B,Dell,i7,i7,6GB,512GB,1TB
BD0F7B23,Vivo,N/A,MediaTek Dimensity,32GB,1TB,N/A
3399D18B,Redmi,i3,i3,12GB,512GB,256GB
9A8A484B,Realme,Ryzen 3,Ryzen 3,32GB,1TB,1TB
091F5E98,Acer,N/A,MediaTek Helio,6GB,64GB,N/A
9FA594D4,Sony,Ryzen 7,Ryzen 7,12GB,1TB,512GB
8E6E240B,Asus,N/A,Snapdragon 7s,4GB,64GB,N/A
033F08CA,Apple,N/A,MediaTek Helio,4GB,256GB,N/A
CBB54688,Acer,N/A,Apple A-Series,12GB,64GB,N/A
F4C2C626,Asus,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
F887D22D,Samsung,Ryzen 3,Ryzen 3,6GB,64GB,2TB
53224582,Dell,i7,i7,16GB,128GB,2TB
83C1319B,HP,i5,i5,32GB,1TB,1TB
9957D775,Samsung,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
249A1325,Motorola,N/A,Apple A-Series,12GB,128GB,N/A
4C0C1887,Huawei,N/A,MediaTek Dimensity,16GB,256GB,N/A
7253E417,iQOO,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
BA688F30,Huawei,Ryzen 3,Ryzen 3,32GB,256GB,1TB
753C5BDB,Apple,N/A,MediaTek Helio,8GB,1TB,N/A
969AA2C2,Motorola,Ryzen 5,Ryzen 5,12GB,256GB,2TB
C76D9DF7,Toshiba,i7,i7,8GB,512GB,256GB
19A69302,Nokia,N/A,Snapdragon 8 Gen,6GB,64GB,N/A
C9FF61B8,Toshiba,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
F9C0B06E,Dell,N/A,MediaTek Helio,12GB,256GB,N/A
F7EE873D,OnePlus,N/A,Apple A-Series,4GB,128GB,N/A
62665A25,Lenovo,i3,i3,12GB,512GB,1TB
D194D42E,Realme,N/A,Snapdragon 7s,6GB,128GB,N/A
DE79F5A7,Apple,Ryzen 5,Ryzen 5,12GB,64GB,256GB
BBAEC8E6,Dell,N/A,MediaTek Helio,4GB,128GB,N/A
3757C07C,Dell,N/A,Snapdragon 7 Gen,32GB,256GB,N/A
FDD7AF56,Lenovo,N/A,Samsung Exynos,12GB,256GB,N/A
AE4D24EF,Redmi,i9,i9,16GB,64GB,1TB
83ED23ED,iQOO,N/A,MediaTek Dimensity,4GB,256GB,N/A
8D3D0D17,Google,i9,i9,8GB,1TB,1TB
188353,Nokia,i7,i7,6GB,512GB,256GB
DE34CF30,Acer,N/A,Snapdragon 7s,4GB,64GB,N/A
0D79B0DB,Toshiba,i5,i5,12GB,128GB,512GB
DBC578F0,Toshiba,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
86A8DC37,Lenovo,N/A,MediaTek Dimensity,16GB,512GB,N/A
69946E9B,Sony,N/A,Snapdragon 7s,4GB,64GB,N/A
5C4E4B8D,Realme,Ryzen 7,Ryzen 7,32GB,128GB,1TB
5FB955A6,Dell,N/A,Snapdragon 7s,8GB,512GB,N/A
3B80721C,Toshiba,Ryzen 7,Ryzen 7,16GB,1TB,2TB
F5D932DC,Acer,i7,i7,12GB,64GB,256GB
A799E958,Vivo,N/A,Apple A-Series,8GB,512GB,N/A
48210012,Huawei,i7,i7,32GB,1TB,256GB
176C3F6C,Samsung,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
A677CB42,Asus,i3,i3,16GB,256GB,2TB
4D7D0ED6,Samsung,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
51289751,Vivo,Ryzen 7,Ryzen 7,8GB,256GB,512GB
9B5A217D,iQOO,i7,i7,8GB,512GB,1TB
23917F7B,Samsung,i5,i5,8GB,512GB,2TB
5168C556,Realme,N/A,Apple A-Series,4GB,256GB,N/A
BDD9DB6A,Asus,N/A,Snapdragon 7s,16GB,1TB,N/A
DB303970,Google,N/A,Samsung Exynos,8GB,1TB,N/A
DEEB73DF,Google,N/A,MediaTek Helio,4GB,256GB,N/A
04D0099A,iQOO,N/A,Samsung Exynos,12GB,128GB,N/A
EEF7E01F,Motorola,i3,i3,32GB,1TB,2TB
FE2920C5,Microsoft,N/A,MediaTek Helio,16GB,64GB,N/A
D13F0C59,Acer,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
E0F67EDB,Vivo,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
1F8AE69E,Redmi,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
2DAA8729,Motorola,Ryzen 3,Ryzen 3,16GB,512GB,256GB
AD9615C7,Microsoft,i9,i9,6GB,512GB,512GB
F2961D8B,Dell,N/A,Snapdragon 7 Gen,4GB,64GB,N/A
978F7A04,Sony,N/A,Snapdragon 7 Gen,16GB,512GB,N/A
1A79E0D3,Realme,Ryzen 7,Ryzen 7,12GB,256GB,2TB
677DB1A1,Microsoft,N/A,Snapdragon 8 Gen,16GB,128GB,N/A
6C70B6F7,Samsung,Ryzen 3,Ryzen 3,32GB,128GB,1TB
427BE4EB,Sony,i7,i7,4GB,128GB,512GB
E0B0044E,Toshiba,N/A,Samsung Exynos,6GB,64GB,N/A
B4035E38,Nokia,N/A,MediaTek Helio,8GB,512GB,N/A
F469E32A,Google,Ryzen 9,Ryzen 9,8GB,512GB,1TB
20448405,Dell,i7,i7,6GB,128GB,256GB
F28E39A3,Realme,Ryzen 3,Ryzen 3,8GB,512GB,512GB
A508800E,Microsoft,N/A,Samsung Exynos,12GB,512GB,N/A
0F0FAD96,Huawei,N/A,MediaTek Dimensity,8GB,512GB,N/A
627AEA22,Google,i7,i7,16GB,128GB,512GB
8E7890D4,Apple,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
516D69E1,Nokia,N/A,Samsung Exynos,12GB,128GB,N/A
AACA5A3F,Google,N/A,Samsung Exynos,32GB,64GB,N/A
56F63E3D,Apple,Ryzen 7,Ryzen 7,6GB,256GB,1TB
A850E155,Motorola,N/A,Apple A-Series,16GB,64GB,N/A
15F41F3C,Oppo,N/A,Snapdragon 7s,6GB,512GB,N/A
7D342C52,Microsoft,N/A,MediaTek Dimensity,12GB,64GB,N/A
58BA0778,Asus,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
2F51D20C,Lenovo,N/A,Samsung Exynos,12GB,1TB,N/A
187D8F34,HP,Ryzen 3,Ryzen 3,6GB,128GB,1TB
E47331E7,Microsoft,Ryzen 3,Ryzen 3,32GB,1TB,1TB
9.80E+212,Vivo,Ryzen 7,Ryzen 7,32GB,1TB,256GB
83A56EF3,Dell,N/A,MediaTek Dimensity,6GB,64GB,N/A
7CF7C54F,iQOO,i9,i9,12GB,1TB,1TB
90925C12,Huawei,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
2C8033D9,Sony,N/A,MediaTek Dimensity,16GB,128GB,N/A
210A02BB,Redmi,N/A,Apple A-Series,8GB,512GB,N/A
3909DAF4,Apple,i9,i9,12GB,128GB,1TB
6E58E563,Microsoft,Ryzen 5,Ryzen 5,32GB,256GB,2TB
1CDA2DAD,Huawei,N/A,MediaTek Helio,16GB,512GB,N/A
9525D69B,Nokia,N/A,MediaTek Helio,6GB,256GB,N/A
736C6C1C,iQOO,N/A,MediaTek Dimensity,12GB,512GB,N/A
3B93C2E7,Huawei,i5,i5,16GB,512GB,256GB
335DC137,Microsoft,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
71C7275D,Dell,N/A,MediaTek Dimensity,16GB,256GB,N/A
2E40FFDA,Oppo,N/A,Snapdragon 7 Gen,12GB,128GB,N/A
F5C1747D,Oppo,N/A,MediaTek Dimensity,12GB,512GB,N/A
28DBBF6D,Redmi,i9,i9,12GB,1TB,1TB
79250B57,Redmi,N/A,Samsung Exynos,4GB,256GB,N/A
6D255D76,Lenovo,N/A,Apple A-Series,4GB,512GB,N/A
F55982D2,Samsung,N/A,Snapdragon 7 Gen,4GB,64GB,N/A
2970E3B7,Lenovo,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
2B40DCE8,Acer,N/A,MediaTek Helio,32GB,512GB,N/A
1BDF06F4,Oppo,N/A,Snapdragon 7s,12GB,128GB,N/A
6C6342C5,Nokia,i7,i7,32GB,64GB,2TB
2DAADBB2,Apple,N/A,Samsung Exynos,6GB,1TB,N/A
00AA1F94,Asus,N/A,Apple A-Series,12GB,128GB,N/A
7D7E518B,Dell,Ryzen 7,Ryzen 7,6GB,64GB,512GB
57E14D78,Dell,i7,i7,8GB,512GB,1TB
FE119807,Dell,i7,i7,12GB,512GB,256GB
2B48F362,Lenovo,i5,i5,32GB,1TB,512GB
476BD274,OnePlus,N/A,Snapdragon 8 Gen,32GB,256GB,N/A
726DBF52,Vivo,i5,i5,16GB,64GB,512GB
916EAB24,Redmi,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
74F300F4,Dell,i7,i7,6GB,512GB,256GB
7F3CE714,Huawei,Ryzen 7,Ryzen 7,12GB,128GB,1TB
56419290,Dell,N/A,MediaTek Helio,32GB,64GB,N/A
F91EEAEE,Lenovo,N/A,Apple A-Series,16GB,256GB,N/A
E95410B2,Realme,Ryzen 3,Ryzen 3,12GB,512GB,2TB
4CDC8AF2,Nokia,i9,i9,8GB,128GB,1TB
E1B470B9,Samsung,Ryzen 5,Ryzen 5,32GB,128GB,256GB
474F24D5,Vivo,i3,i3,6GB,128GB,512GB
939D671D,Dell,i5,i5,4GB,256GB,2TB
B68CE923,Huawei,N/A,MediaTek Dimensity,4GB,256GB,N/A
C12AFB50,Huawei,Ryzen 7,Ryzen 7,16GB,512GB,256GB
F38F7402,Redmi,Ryzen 3,Ryzen 3,8GB,64GB,1TB
D0EDA606,Lenovo,N/A,Snapdragon 7s,4GB,128GB,N/A
45541B0A,Redmi,N/A,MediaTek Dimensity,6GB,128GB,N/A
A65E2B90,Google,N/A,Apple A-Series,12GB,256GB,N/A
5B54B328,Apple,Ryzen 5,Ryzen 5,12GB,64GB,256GB
84E9A5C7,Toshiba,Ryzen 3,Ryzen 3,4GB,64GB,1TB
951E541B,Redmi,i7,i7,16GB,128GB,1TB
34FDA041,HP,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
DE8E5093,Vivo,N/A,MediaTek Dimensity,8GB,256GB,N/A
71D30031,Toshiba,Ryzen 3,Ryzen 3,12GB,64GB,512GB
229A744D,Huawei,i5,i5,4GB,512GB,256GB
F30E3BA6,OnePlus,N/A,MediaTek Helio,8GB,512GB,N/A
7A7A19C4,Acer,Ryzen 7,Ryzen 7,32GB,64GB,1TB
3C32CB91,OnePlus,i7,i7,4GB,512GB,1TB
B6851447,Motorola,N/A,Snapdragon 7s,16GB,256GB,N/A
32F0F99A,Motorola,i7,i7,12GB,64GB,512GB
3C460483,Huawei,N/A,MediaTek Dimensity,8GB,64GB,N/A
F378815F,Microsoft,i3,i3,16GB,64GB,2TB
33CD75CE,OnePlus,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
CDF44BFC,Nokia,N/A,MediaTek Helio,32GB,64GB,N/A
1011E660,Dell,N/A,Snapdragon 7s,32GB,128GB,N/A
0FC69A41,Acer,i7,i7,6GB,256GB,2TB
72A74990,HP,N/A,Samsung Exynos,16GB,64GB,N/A
9D212AEA,Oppo,Ryzen 7,Ryzen 7,4GB,512GB,2TB
6086466F,Samsung,i9,i9,12GB,128GB,256GB
F770D4FB,Apple,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
E07FD72E,Samsung,Ryzen 9,Ryzen 9,8GB,128GB,512GB
B7AF0A5E,iQOO,Ryzen 5,Ryzen 5,32GB,256GB,2TB
1FD342DF,Realme,N/A,MediaTek Helio,32GB,128GB,N/A
1C2AA65C,Sony,i3,i3,4GB,512GB,512GB
7D088B1E,Asus,i7,i7,8GB,128GB,2TB
EE7878D4,Toshiba,Ryzen 3,Ryzen 3,12GB,256GB,512GB
C4A71CD9,Redmi,i7,i7,6GB,1TB,1TB
10C273D5,Dell,i9,i9,12GB,1TB,2TB
F530345C,Acer,N/A,MediaTek Dimensity,16GB,128GB,N/A
287376DC,OnePlus,N/A,Snapdragon 7s,4GB,512GB,N/A
71989402,Nokia,i5,i5,6GB,64GB,1TB
C394F710,Huawei,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
073FDAFC,Realme,N/A,Samsung Exynos,12GB,1TB,N/A
8EACACF2,HP,N/A,MediaTek Helio,8GB,256GB,N/A
462DDEBA,Lenovo,N/A,Samsung Exynos,6GB,256GB,N/A
